reviewer_name,rating,review_text,puskesmas_name
Vhiviet Anhyta,1 bintang,"Mengecewakan😠kalau memberi informasi yg jelas...padahal masih jam stngh 12 dh tdk bs melayani info di geogle tutup jam 13.00
Terus terang saya sngt kecewa sama pelayanan nya kurang memuaskan😠😠 …",Puskesmas Simomulyo
kreshnasakti,1 bintang,Dokter sama mas yang jaga di tempat cetak nomer antrian ketus dan kurang ramah,Puskesmas Simomulyo
Hery,5 bintang,Sekarang pelayanan serba online hingga mempermudah bila berobat ke Puskesmas di Surabaya,Puskesmas Simomulyo
abble oke,1 bintang,Sangat sangat mengecewakannn pelayannnyaaa BURUK  ^SDM^ YAA .... TIDAK MENGHARGAI ORANG !!  PASTINYA ORNG YG DTNG KE PUSKESMAS BTUH PELAYANANN TERBAIK donk ....,Puskesmas Simomulyo
giovanni dave,4 bintang,Tempat nya nyaman sekali untuk melahirkan 😊😊 tempat nya juga bagus dan bersih. Pelayanan nya menurut saya sih oke. …,Puskesmas Simomulyo
Puji Nayla,5 bintang,Dokternya sangat ramah sekali,Puskesmas Simomulyo
Wulan Wulan,5 bintang,"Pelayananx bagus,petugasx jg baik baik dan ramah..... 👍👍👍👍 …",Puskesmas Simomulyo
Anang Wahyudi,3 bintang,"Pelayanan bagus
Hanya saja untuk panggilan poli gigi gak kedengaran",Puskesmas Simomulyo
Rizal Firdaus,5 bintang,Puskesmas yang bisa rawat inap,Puskesmas Simomulyo
Martin Johansson,1 bintang,"Disappointed but not surprised

Tau arti kalimat di atas ga, dok?",Puskesmas Simomulyo
Nindy Arinsyah,5 bintang,Info Vaksin ke 2 senin 28/02/2022 apakah bisa di pukesmas simmomulya,Puskesmas Simomulyo
Akh Faus,1 bintang,Petugas di loket pendaftaran seharusnya diganti oleh yg professional.,Puskesmas Simomulyo
Agus Java,5 bintang,Pelayanan bagus sekali,Puskesmas Simomulyo
Tina,1 bintang,Dokternya ada yang tidak Ramah.,Puskesmas Simomulyo
Fajar Priyono,5 bintang,Pelayanan Bagus,Puskesmas Simomulyo
Claudio Prathama,5 bintang,Pelayanan ramah serasa ponakan kepala puskesmas,Puskesmas Simomulyo
Peni Widarsih,2 bintang,Super lemot,Puskesmas Simomulyo
nuvy lovepri,1 bintang,Tidak nyaman kurang tempat duduk di area lab,Puskesmas Simomulyo
Krisna Vidjaja,1 bintang,Pelayanan informasi nya kurang ramah cenderung cuek.,Puskesmas Simomulyo
Anindya Nurfitrijani,4 bintang,Bagus. Salah satu puskesmas yg bisa rawat inap.,Puskesmas Simomulyo
Ganda prasetyo,5 bintang,Pelayanan sesuai,Puskesmas Simomulyo
Steve JJ CROM,4 bintang,Tempatnya masuk perkampungan agak ribet ...,Puskesmas Simomulyo
Rachman Harryanto,5 bintang,Pelayanan dan penanganan mantap.,Puskesmas Simomulyo
DE JAVU,1 bintang,Kecewa nunggu lama hasilnya nol besar,Puskesmas Simomulyo
Agus Fuad,5 bintang,Pelayanan sangat bagus,Puskesmas Simomulyo
naya cp,1 bintang,Pelayanan sangat buruk sekali,Puskesmas Simomulyo
Ugi Mugi,4 bintang,Puskesmas ini melayani swab antigen gak,Puskesmas Simomulyo
Erny Windyan,2 bintang,Pelayanan perlu lebih ditingkatkan,Puskesmas Simomulyo
Yanti Mira,5 bintang,Sangat baik,Puskesmas Simomulyo
Imam Suwandi,5 bintang,Sangat nyaman,Puskesmas Simomulyo
wawan rusdianto,5 bintang,Pelayanan cpt & ramah,Puskesmas Simomulyo
YURIFA BOYS,5 bintang,Bersih n hijau,Puskesmas Simomulyo
papa bogang,5 bintang,Membantu masyarakat sekitar,Puskesmas Simomulyo
agung wicaksono,5 bintang,puskesmasnya oke SDMnya oke,Puskesmas Simomulyo
Denia Putri,1 bintang,pelayanan yang buruk,Puskesmas Simomulyo
Endang Rusmiati,5 bintang,Sahabat masyarakat👍 …,Puskesmas Simomulyo
Anisa P,3 bintang,Kurang ramah.,Puskesmas Simomulyo
Farid Khalil,5 bintang,Strategis,Puskesmas Simomulyo
Daniel Christian,5 bintang,"Pelayanan di poli giginya sangat ramah dan tempatnya nyaman. Perawatan gigi hasilnya memuaskan. Kalau ada apa apa dengan gigi saya, saya pasti kembali ke sini😊 …",Puskesmas Simomulyo
Dwicahya Rochmatullah,5 bintang,"Kemarin periksa gigi di puskesmas simomulyo, pelayanannya bagus, mulai pagi sdh start pelayanan. Dokter Gigi nya ramah dan telaten. Sabar jelaskan keluhan gigi saya. Terimakasih Bu Dokter Ririn👍👍👍. …",Puskesmas Simomulyo
Nahdliya Islami,5 bintang,"Alhamdulillah pelayanan di poli gigi sangat nyaman, dokternya baik dan ramah, tempatnya juga sangat bersih 😇🙏🏻 …",Puskesmas Simomulyo
Daffa Athallah,5 bintang,"Alhamdulillah masyaallah🙏🏼. Pelayanan di poli giginya sangat ramah dan tempatnya nyaman. Perawatan gigi hasilnya memuaskan. Kalau ada apa apa dengan gigi saya, saya pasti kembali ke sini😊 …",Puskesmas Simomulyo
Atok Junaidi,5 bintang,"Pelayanannya mantap di poli umum 👍. Cepat karena ada lebih dari 3 Dokter dalam poli umum tersebut.

Cuma di bagian Farmasi agak lama, menurut saya kekurangan tenaga, karena tiap poli ambil obatnya di Farmasi, dan di pastikan terjadi penumpukan antrian.",Puskesmas Simomulyo
G,5 bintang,Petugasnya pa amin responsif good,Puskesmas Simomulyo
Ahmad Misbakhuddin,5 bintang,"Cukup bersih, dan menurut saya kualitas pelayanannya lebih baik dari yang lain, apalagi Puskesmas Simomulyo mempunyai waktu pelayanan lebih lama, dan kepribadiannya juga baik.",Puskesmas Simomulyo
herry setyawan,1 bintang,"Mhon mf di skdar saran ya,
Kalau sudah kelewatan nomor antriannya, tolong kasih nomornya, maaf gan, itu bukan dia,
Ya walaupun 1 atau 5, kita tahu angka ini sudah 60, lalu yang telat ke 23 tetap telat masuk.
Kalau jelek, tapi kalau normal mohon saran nomor seduhannya,
Sayang sekali yang lain sudah mengantri,
Terima kasih",Puskesmas Simomulyo
bintangxdilangit,1 bintang,"Sekeras apa pun usahanya, tidak terurus, terurus, pelayanan buruk, harus menunggu hampir 2 jam untuk menunggu bagian dalam mulut diperiksa.berapa orang di sini di Pusat kesehatan",Puskesmas Simomulyo
Cahya Dwi Putrisari,4 bintang,Ramah untuk anak-anak,Puskesmas Simomulyo
patrick condron,5 bintang,Staf yang sangat profesional dan ramah. Saya seorang pensiunan warga negara Amerika dan saya tinggal di sini sekarang. Staf membuat saya merasa diterima.,Puskesmas Simomulyo
Raimon Andri,4 bintang,Perlu ditingkatkan,Puskesmas Simomulyo
MyHouseIn 2022,5 bintang,Bagus,Puskesmas Simomulyo
Gozzy Yoshimitshu,5 bintang,Oke,Puskesmas Simomulyo
Hideto Takarai,5 bintang,,Puskesmas Simomulyo
Profesi Dyah,5 bintang,,Puskesmas Simomulyo
Aldera Salsa Reg A,5 bintang,,Puskesmas Simomulyo
Tatik Anggraini,4 bintang,,Puskesmas Simomulyo
Fida Noer Mahatih,5 bintang,,Puskesmas Simomulyo
kang reeve,5 bintang,,Puskesmas Simomulyo
Lilik Suryani,5 bintang,,Puskesmas Simomulyo
Azri Fatah,5 bintang,,Puskesmas Simomulyo
Ani Ulis,5 bintang,,Puskesmas Simomulyo
Nasyata ramadhani,5 bintang,,Puskesmas Simomulyo
wilna nuril Izzati,5 bintang,,Puskesmas Simomulyo
Lia Rahmatika,5 bintang,,Puskesmas Simomulyo
Dimas Ade A,1 bintang,,Puskesmas Simomulyo
Candra Rokhimatus Syahdiyah,5 bintang,,Puskesmas Simomulyo
Ervina Susanti,5 bintang,,Puskesmas Simomulyo
Kumara Wati,5 bintang,,Puskesmas Simomulyo
Zanuarita Fidya,5 bintang,,Puskesmas Simomulyo
Erlyzar Adisti,5 bintang,,Puskesmas Simomulyo
Milo Coklat,3 bintang,,Puskesmas Simomulyo
Dian Tri Utami,1 bintang,,Puskesmas Simomulyo
Nikko Martha,5 bintang,,Puskesmas Simomulyo
Agus Indri,5 bintang,,Puskesmas Simomulyo
Luky Setiawan,1 bintang,,Puskesmas Simomulyo
agil armanta,1 bintang,,Puskesmas Simomulyo
Nur Chayu,1 bintang,,Puskesmas Simomulyo
Radika Waldi,5 bintang,,Puskesmas Simomulyo
Cay_,5 bintang,,Puskesmas Simomulyo
苏郁白,5 bintang,,Puskesmas Simomulyo
Puguh Adi Hermawan,5 bintang,,Puskesmas Simomulyo
Sulis Setyorini,5 bintang,,Puskesmas Simomulyo
jingga ayu,3 bintang,,Puskesmas Simomulyo
Isti Ani,5 bintang,,Puskesmas Simomulyo
Ivon Elim Leo,5 bintang,,Puskesmas Simomulyo
Moh Lutfi,4 bintang,,Puskesmas Simomulyo
Navy Sport,5 bintang,,Puskesmas Simomulyo
Amel Manis,2 bintang,,Puskesmas Simomulyo
Kurni Adi (KUR),1 bintang,,Puskesmas Simomulyo
Dewi Anggreqni24,5 bintang,,Puskesmas Simomulyo
Anang,5 bintang,,Puskesmas Simomulyo
Nurdewani Tambunan,5 bintang,,Puskesmas Simomulyo
fadila hassan,5 bintang,,Puskesmas Simomulyo
Anisa Maulydha,5 bintang,,Puskesmas Simomulyo
Amalia Ramadhini,1 bintang,,Puskesmas Simomulyo
surabaya indonesia,5 bintang,,Puskesmas Simomulyo
Hanifah Inas,5 bintang,,Puskesmas Simomulyo
Dian Pertiwi,5 bintang,,Puskesmas Simomulyo
Intan Messy,5 bintang,,Puskesmas Simomulyo
Resti Andini,5 bintang,,Puskesmas Simomulyo
Adila Rahana,5 bintang,,Puskesmas Simomulyo
elsa ernawati,5 bintang,,Puskesmas Simomulyo
Dedi pristiono,5 bintang,,Puskesmas Simomulyo
elvy,5 bintang,,Puskesmas Simomulyo
Rivandi Paulita,5 bintang,,Puskesmas Simomulyo
Hari Dewantoro,5 bintang,,Puskesmas Simomulyo
sofi bilqis,5 bintang,,Puskesmas Simomulyo
Suradin Udin,3 bintang,,Puskesmas Simomulyo
G. Reya Heishi,4 bintang,,Puskesmas Simomulyo
Santy Tidje,5 bintang,,Puskesmas Simomulyo
Elsha Handayani Putri,1 bintang,"Pelayanan jelek banget, petugas ketus semua. Baru ini ke puskesmas pelayanan buruk banget terus lama.  Gitu kok bisa di terima kerja disini, yang harus nya melayani masyarakat dengan baik ini malah ketus gk jelas.",Puskesmas Dr
Okta,1 bintang,"Tolong diperbaiki pelayanan di Puskesmas Dr. Soetomo, kita benar² tidak tahu alurnya, kita tanya ke petugas, tapi semua petugas jawabnya ketus², hanya pak parkir yg ramah.",Puskesmas Dr
Rizki Zulfikar,1 bintang,"Hari ini sy mengurus rujukan ke puskesmas ini, pelayanannnya super tidak informatif dan tidak ada kesan membantu. Padahal sy tinggal daerah sekitar, alasannya tempat kerja sy tidak di daerah tersebut. Faskes sy memang dr luar daerah, tp sy paham aturan BPJS dapat memberikan 1 kali rujukan ketingkat faskes selanjutnya Hanya 1 kali krn selanjutnya harus pindah faskes domisili. Tolonglah kalian itu bekerja bidang pelayanan, apa sulitnya memberikan rujukan? Apa sulitnya memberikan info yg lengkap, jika butuh dokumen tambahan sy pasti urus.
Tidak ada orang yg ingin sakit.",Puskesmas Dr
Lamaran vannia,1 bintang,"Bagian ticketingnya tidak ramah sekali, bagian pendaftaran cukup lah yaa , tuh orangnya batik coklat, masih mending di sidoarjo ramah",Puskesmas Dr
Zesi Armila Ningsih,5 bintang,"Pelayanannya cepat, semua petugasnya ramah-ramah, apalagi yang bagian poli KIA soalnya pas saya kesana ke poli KIA. Bu bidan dan dokternya baikk pooolll.",Puskesmas Dr
onstyle baby,1 bintang,"Klo bisa bintangnya sy kosongin, pelayanan bukan minus lagi tapi buruk seburuk2nya. Saya belum selesai sampaikan keluhan saya, dokter sdh putus pembicaraan. Asal bicara sesukanya tanpa mendengarkan keluhan sy. Itu sangat menjengkelkan. Mana bisa dokter tau penyakit sy jika sy tdk sampaikan apapun. Resep juga di tulis di kertas no antrian. Sy pun ga yakin ini dgn obat yang di resepkan akhirnya sy lebih ke rs haji untuk periksa ulang. Ini sdh pengalaman keberapa kalinya. Selalu sama…",Puskesmas Dr
Tri Hasih,1 bintang,"Selasa tgl 30/4/24, saya antar ank k dr.gigi, maunya hanya konsultasi dulu, saya datang jm 11.15 sampai ruangan saya salam dg baik dan brpakaian sopan, bukannya di sambut baik malah saya di omelin katanya kesiangan datangnya, ank sya pun tdk di periksa malah ngedumel panjang datng ksiangan bla bla bla, dri awal saya sudah sabarin hati untuk ngadepinnya, krna drnya masih ngomel kesabarn sya mentok sampe saya nangis,""saya pulang aja gk usah di tnganin gpp, uda doktr istrhat aja"" dokternya akhirnya minta maaf brkali2, kalau memang doktr kburu istirahat harusnya di tolak aja dri awal bukan malah ngomelin pasien, saya jg punya hati ya.. sungguh dii sayangkan seorang dokter sekolahnya tinggi tp etika sangat buruk,
NB: dr.ny brhijab BUKAN  dr.prita
asTagfirulloh....",Puskesmas Dr
Angeline Wijaya,1 bintang,"sebagai seorang dokter ada baiknya , bkn hanya kemampuan menganalisa penyakit aja yg di asah, tapi kemampuan komunikasi juga.

gk semua pasien BPJS itu mampu, kebetulan pasien yg adik sy bawa tidak mampu untuk mengaktifkan BPJS kembali.

Knp kok menekankan pasien yg tidak mampu untuk mengaktifkan kembali BPJS, org yg bersangkutannya tidak mampu, uang dari mana dok?

betulin attitude dulu dokternya , kl memang gk bisa berkata baik untuk pelayanan masyarakat, kenapa kok memilih menjadi dokter?

dan kok bisa antara petugas antrian dan dokter bertugas, gk sinkron informasi nya. kl memang gk bisa bilang diawal, biar orang gk antri juga.",Puskesmas Dr
Ratna Kartika Dewi,1 bintang,"Ibu saya dapat perlakuan TIDAK BAIK dari Salah satu Dokter di Poli Umum.

Ciri2nya Pria, Tinggi , Putih.

Kronologinya Ibu saya periksa , tapi yg meriksa bukan dokter itu melainkan dokter lain. Eh tiba2 dokter itu nyaut dan bilang gini ""udah biarin gausah dikasih tau , biar cepet mati"" .. apa2an dokter kok malah nyumpahin pasiennya cepet mati.
Anak2nya menjaga ibunya biar selalu sehat , eehh malah orang lain (Dokter Pula) seenaknya nyumpahin orang.

Pantes ta dokter ngomong seperti itu ?
Tolong ya diberi Teguran pada Dokter itu.

Terima kasih atas kerjasamanya.",Puskesmas Dr
latiful fatihah,1 bintang,"Kalau ada bintang separuh bakal saya kasih bintang separuh saja untuk puskesmas ini. Orang sakit gak diperiksa dengan betul trus bikin diagnosanya juga asal bikin pasien merasa gak percaya dengan pelayanannya.
Kalau ada yang kasih ulasan bintang 5 itu pasti dari kenalan puskesmasnya saja. Bukan real dari masyarakat.",Puskesmas Dr
Devina Ayu,1 bintang,"Pengalaman yang buruk disini, antrian nomornya lama sekali. Dokter yg memeriksa ketus tidak ramah. Sebelumnya pernah berobat disini tapi kali ini pelayanannya tidak bagus. Apalagi minta surat dokter malah gaboleh. Jadi makin aneh. Mempersulit orang sakit.",Puskesmas Dr
nampire Na,1 bintang,"puskesmas dengan pelayanan terburuk! tidak ada ramah tamahnya sama sekali dengan masyarakat, mbok ya mikir gaji kalian dari pajak masyarakat hey! jangan seenaknya sendiri dalam memberikan pelayanan, perhatikan 5snya, ga dilatih menjadi pelayan masyarakat yg baik apa ya? seminimal ramah aja gaditerapin.",Puskesmas Dr
Mochamad Maldini,1 bintang,Sangat sangat tidak bagus pelayanannya. Datang niatnya mau periksa tidak di sentuh tidak diobservasi tiba2 kasih obat disuruh pulang mentang2 pakai BPJS. Akhirnya periksa di puskesmas kedungdoro dan pelayanannya jauh lebih baik daripada puskesmas ga jelas ini,Puskesmas Dr
Rosita Ambar Wati,5 bintang,"mengikuti kegiatan posyandu pkm dr. soetomo, tidak hanya timbang, bisa imunisasi juga, bidan sangaat ramah dan informatif, sangaat puass",Puskesmas Dr
Ika Yunia,1 bintang,Jam kerja harusnya sampai jam setengah 5 sore. Saya jam 12 siang datang ingin berobat sudah tidak ada dokternya. Jelek sekali.,Puskesmas Dr
B-13 Amelia,5 bintang,Seminggu yang lalu saya periksa catin di poli KIA.  Bidannya yang informatif dan ramah dengan tersenyum saat pelayanan. Baikk puollll,Puskesmas Dr
Sofi Apriliani,5 bintang,Alhamdulillah puskesmas dr.soetomo emang the best pokoknya👍👍pelayanan.nya sangat memuaskan dan cepat prosesnya.makasih banyak …,Puskesmas Dr
Renjani Sulistianah,5 bintang,"Pelayanan baik, selain berobat ke puskesmas saya juga mendapatkan informasi"" kesehatan dari petugas penyuluh kesehatan yang dapat menambah pengetahuan saya seputar kesehatan",Puskesmas Dr
Nanang Susanto,1 bintang,"Tukang parkirnya tidak resmi, tidak ada karcis parkir.....

istri berobatdi puskesmas dr.soetomo dan saya nunggu di parkiran, sama tukang parkirnya di usir.....
Katanya ganggu pandangan.....

Untuk p.walikota tolong parkir liar di Surabaya, terutama di pelayanan publik di berantas....ganti jukir resmi....dan ada karcis nya",Puskesmas Dr
Salman Alfarizi,1 bintang,Kalo bisa kasih bintang kosong saya kasih kosong asli pelayanan buruk sekali kebijakan juga tidak mendukung masyarakat ini puskesmas terburuk yg pernah saya datangi,Puskesmas Dr
Emmanuella Sandrea,5 bintang,"Dokternya ramah, tempatnya nyaman, sesuai dengan nomor antrian tidak menunggu terlalu lama. 😁👍 …",Puskesmas Dr
Faris Putra,1 bintang,"Pelayanan buruk sekali,jawaban gak memuaskan, tolong Dinkes kota sby sidak saja,kinerja pelayanan nya buruk. Sangat sangat tidak recommended",Puskesmas Dr
Adam Agung,1 bintang,"Tolong infonya di perbaiki. Saya sakit keras nyari puskesmas yang buka di hari minggu, di google di tampilkan di sini. Siang2 naik sepeda motor ke sini. Sampek tempatnya ternyata tutup seperti yang lainnya. Ini bukan masalah sepwle untuk urusan puskesmas atau Rumasakit. Karena ini menyangkut nyawa orang. Kalau sekiranya tutup, infonya juga tolong bener2 tutup. Untuk tim google mslh seperti ini tolong lebih diperhatikkan, karena bukan mslh kebutuhan pokok atau apa. Tp menyangkut masalah nyawa.

Sepulang dari situ kondisi saya semakin parah.
Mohon diperhatikan lagi.
Minta tolong untuk dinas kesehatan lebih diteliti setiap postingan yang menyangkut nyawa orang",Puskesmas Dr
Dody Jatmiko,5 bintang,"Terima kasih SDH d bantu aktifkan kembali BPJS KIS saya, dan sy bisa menggunakan fasilitas BPJS kembali",Puskesmas Dr
Ardania Yulian Putri,5 bintang,Kader posyandu ramah dan bisa konseling langsung juga sama bidannya,Puskesmas Dr
Saturn O,5 bintang,"kemarin baru kesini, sempet ragu gara2 antriannya panjang pol tapi ternyata cepett. petugasnya ramah2. awalnya gak tau cara ambil nomer antrian tp diarahin sama petugasnyaa",Puskesmas Dr
Kustari Aja,5 bintang,"Saya senang berobat di Puskesmas Dr.Soetomo Pelayanan ny Cepat,tidak seperti puskesmas lain nya lama.👌👍 …",Puskesmas Dr
Puspita Anggraini,1 bintang,"Tolong Poli KIA ya pertugasnya lebih bijak dalam memilih pengolahan kata ke pasien. Saya dtg memeriksakan anak saya dg keluhan bapil dan asma. Petugasnya bertanya dulu waktu bayi minum apa. Ya saya jawab ASI dan sufor. Petugasnya kaget waktu saya bilang sufor. Dia jawab ""iya itu salahmu, ngapain ngasih sufor, jadi gini (asma) anakmu sekarang""
Tolong dong mgkn mksdnya petugasnya baik, cuman lebih bijak lagi memilih kata yg tepat utk lawan bicaranya.",Puskesmas Dr
TUKHFATU AL ADAWIYAH,5 bintang,"Pelayanan yang disediakan sudah sangat baik dan membantu, pekerja yang ada di puskesmas juga melayani dengan baik dan ramah.",Puskesmas Dr
Hasalihamidzick Hasan,1 bintang,"Puskesmas dengan petugas bagian pendaftaran sangat tidak ramah & Arogan,,,,
Mohon utk di tindak lanjuti",Puskesmas Dr
Renu Shasmita Alfiani,1 bintang,"Barusan saya mengantar ibu saya berobat disini dan semua yg bekerja disini sangat tdk ramah, kecuali satpam. Ada pasien kesakitan tidak dilayani dgn baik dan serius, saat di dalam ruang pemeriksaan juga tidak diperiksa dgn baik, malah bercanda sana sini. Maaf bgt nih, masa nakes attitudenya seperti itu?! Bagaimana jika kalian/atau keluarga kalian ada yg kesakitan saat berobat lalu diperlakukan seperti ini, apakah kalian terima!?

Sebagai tenaga kesehatan seharusnya mempunyai sikap yg ramah dan profesional dalam menangani pasien. Masa kalah dgn satpam untuk keramahannya?",Puskesmas Dr
Voni Aprilia,4 bintang,"Ikut vaksin D2 hari ini. fasilitasnya cukup memadai, banyak kursi dan tertata dengan baik. sistem antriannya jelas, ada petugas yang jaga. staff vaksinnya juga banyak sehingga pelayanan cepat dan tertib.

barangkali ada yang membutuhkan vaksin, bisa pantau Instagram resmi @pkmdrsoetomo. saya dapat info dari sana.",Puskesmas Dr
